date,receipt_id,sku_id,quantity,unit_price,total_value
2024-06-17,R011133,SKU003,1,4.81,4.81
2024-06-17,R011134,SKU016,1,4.91,4.91
2024-06-17,R011134,SKU015,1,5.89,5.89
2024-06-17,R011135,SKU019,1,5.93,5.93
2024-06-17,R011135,SKU027,3,4.4,13.200000000000001
2024-06-17,R011136,SKU012,3,3.19,9.57
2024-06-17,R011137,SKU007,1,3.79,3.79
2024-06-17,R011138,SKU008,1,4.74,4.74
2024-06-17,R011138,SKU014,2,4.9,9.8
2024-06-17,R011138,SKU008,1,4.74,4.74
2024-06-17,R011139,SKU005,1,3.94,3.94
2024-06-17,R011140,SKU027,1,4.4,4.4
2024-06-17,R011140,SKU004,1,3.03,3.03
2024-06-17,R011141,SKU008,1,4.74,4.74
2024-06-17,R011142,SKU005,1,3.94,3.94
2024-06-17,R011143,SKU034,1,21.99,21.99
2024-06-17,R011144,SKU012,1,3.19,3.19
2024-06-17,R011144,SKU028,2,7.77,15.54
2024-06-17,R011145,SKU012,1,3.19,3.19
2024-06-17,R011145,SKU003,1,4.81,4.81
2024-06-17,R011145,SKU008,1,4.74,4.74
2024-06-17,R011146,SKU025,2,4.92,9.84
2024-06-17,R011146,SKU012,2,3.19,6.38
2024-06-17,R011146,SKU026,1,5.45,5.45
2024-06-17,R011147,SKU013,1,4.79,4.79
2024-06-17,R011147,SKU009,2,6.21,12.42
2024-06-17,R011148,SKU010,1,3.5,3.5
2024-06-17,R011148,SKU012,2,3.19,6.38
2024-06-17,R011148,SKU020,2,5.09,10.18
2024-06-17,R011149,SKU005,1,3.94,3.94
2024-06-17,R011149,SKU003,2,4.81,9.62
2024-06-17,R011149,SKU014,1,4.9,4.9
2024-06-17,R011150,SKU004,3,3.03,9.09
2024-06-17,R011151,SKU026,2,5.45,10.9
2024-06-17,R011151,SKU030,1,7.26,7.26
2024-06-17,R011151,SKU009,1,6.21,6.21
2024-06-17,R011151,SKU022,1,4.13,4.13
2024-06-17,R011152,SKU009,1,6.21,6.21
2024-06-17,R011153,SKU007,1,3.79,3.79
2024-06-17,R011154,SKU025,1,4.92,4.92
2024-06-17,R011154,SKU028,1,7.77,7.77
2024-06-17,R011154,SKU009,3,6.21,18.63
2024-06-17,R011155,SKU015,1,5.89,5.89
2024-06-17,R011156,SKU004,1,3.03,3.03
2024-06-17,R011157,SKU024,1,4.08,4.08
2024-06-17,R011157,SKU022,1,4.13,4.13
2024-06-17,R011158,SKU027,1,4.4,4.4
2024-06-17,R011158,SKU030,1,7.26,7.26
2024-06-17,R011159,SKU015,3,5.89,17.669999999999998
2024-06-17,R011160,SKU014,1,4.9,4.9
2024-06-17,R011160,SKU013,1,4.79,4.79
2024-06-17,R011161,SKU020,1,5.09,5.09
2024-06-17,R011162,SKU005,1,3.94,3.94
2024-06-17,R011162,SKU001,1,3.59,3.59
2024-06-17,R011162,SKU023,1,5.09,5.09
2024-06-17,R011163,SKU012,1,3.19,3.19
2024-06-17,R011164,SKU006,2,4.26,8.52
2024-06-17,R011165,SKU027,1,4.4,4.4
2024-06-17,R011166,SKU008,2,4.74,9.48
2024-06-17,R011166,SKU010,1,3.5,3.5
2024-06-17,R011167,SKU030,1,7.26,7.26
2024-06-17,R011167,SKU006,1,4.26,4.26
2024-06-17,R011168,SKU015,1,5.89,5.89
2024-06-17,R011168,SKU003,1,4.81,4.81
2024-06-17,R011169,SKU029,1,7.18,7.18
2024-06-17,R011169,SKU005,1,3.94,3.94
2024-06-17,R011169,SKU005,1,3.94,3.94
2024-06-17,R011169,SKU024,1,4.08,4.08
2024-06-17,R011170,SKU015,1,5.89,5.89
2024-06-17,R011171,SKU009,1,6.21,6.21
2024-06-17,R011171,SKU006,1,4.26,4.26
2024-06-17,R011172,SKU001,1,3.59,3.59
2024-06-17,R011173,SKU008,3,4.74,14.22
2024-06-17,R011174,SKU008,1,4.74,4.74
2024-06-17,R011174,SKU002,1,4.7,4.7
2024-06-17,R011175,SKU011,1,3.94,3.94
2024-06-17,R011176,SKU026,1,5.45,5.45
2024-06-17,R011176,SKU009,1,6.21,6.21
2024-06-17,R011177,SKU003,1,4.81,4.81
2024-06-17,R011177,SKU028,1,7.77,7.77
2024-06-17,R011178,SKU015,1,5.89,5.89
2024-06-17,R011179,SKU027,1,4.4,4.4
2024-06-17,R011180,SKU016,1,4.91,4.91
2024-06-17,R011180,SKU012,2,3.19,6.38
2024-06-17,R011181,SKU005,1,3.94,3.94
2024-06-17,R011182,SKU004,1,3.03,3.03
2024-06-17,R011183,SKU013,1,4.79,4.79
2024-06-17,R011184,SKU027,3,4.4,13.200000000000001
2024-06-17,R011185,SKU002,1,4.7,4.7
2024-06-17,R011185,SKU009,2,6.21,12.42
2024-06-17,R011186,SKU006,1,4.26,4.26
2024-06-17,R011187,SKU023,1,5.09,5.09
2024-06-17,R011187,SKU027,1,4.4,4.4
2024-06-17,R011187,SKU006,3,4.26,12.78
2024-06-17,R011187,SKU010,3,3.5,10.5
2024-06-17,R011188,SKU027,1,4.4,4.4
2024-06-17,R011189,SKU008,1,4.74,4.74
2024-06-17,R011189,SKU030,1,7.26,7.26
2024-06-17,R011190,SKU023,2,5.09,10.18
2024-06-17,R011191,SKU007,2,3.79,7.58
2024-06-17,R011192,SKU032,1,17.88,17.88
2024-06-17,R011193,SKU024,1,4.08,4.08
2024-06-17,R011194,SKU017,1,5.73,5.73
2024-06-17,R011195,SKU012,1,3.19,3.19
2024-06-17,R011196,SKU009,1,6.21,6.21
2024-06-17,R011196,SKU029,1,7.18,7.18
2024-06-17,R011197,SKU006,2,4.26,8.52
2024-06-17,R011197,SKU014,1,4.9,4.9
2024-06-17,R011197,SKU016,1,4.91,4.91
2024-06-18,R011198,SKU010,1,3.5,3.5
2024-06-18,R011199,SKU015,1,5.89,5.89
2024-06-18,R011199,SKU009,1,6.21,6.21
2024-06-18,R011200,SKU003,1,4.81,4.81
2024-06-18,R011201,SKU003,1,4.81,4.81
2024-06-18,R011201,SKU024,1,4.08,4.08
2024-06-18,R011202,SKU007,3,3.79,11.370000000000001
2024-06-18,R011202,SKU023,1,5.09,5.09
2024-06-18,R011203,SKU025,1,4.92,4.92
2024-06-18,R011204,SKU001,1,3.59,3.59
2024-06-18,R011205,SKU015,1,5.89,5.89
2024-06-18,R011206,SKU019,1,5.93,5.93
2024-06-18,R011207,SKU023,1,5.09,5.09
2024-06-18,R011207,SKU014,1,4.9,4.9
2024-06-18,R011207,SKU014,1,4.9,4.9
2024-06-18,R011208,SKU009,1,6.21,6.21
2024-06-18,R011209,SKU009,3,6.21,18.63
2024-06-18,R011210,SKU011,2,3.94,7.88
2024-06-18,R011211,SKU010,1,3.5,3.5
2024-06-18,R011211,SKU002,1,4.7,4.7
2024-06-18,R011212,SKU029,1,7.18,7.18
2024-06-18,R011212,SKU017,1,5.73,5.73
2024-06-18,R011213,SKU004,2,3.03,6.06
2024-06-18,R011213,SKU025,1,4.92,4.92
2024-06-18,R011213,SKU007,1,3.79,3.79
2024-06-18,R011214,SKU001,1,3.59,3.59
2024-06-18,R011215,SKU004,1,3.03,3.03
2024-06-18,R011216,SKU012,1,3.19,3.19
2024-06-18,R011217,SKU020,1,5.09,5.09
2024-06-18,R011218,SKU012,1,3.19,3.19
2024-06-18,R011218,SKU022,1,4.13,4.13
2024-06-18,R011218,SKU008,1,4.74,4.74
2024-06-18,R011219,SKU007,1,3.79,3.79
2024-06-18,R011219,SKU013,1,4.79,4.79
2024-06-18,R011220,SKU030,1,7.26,7.26
2024-06-18,R011221,SKU007,1,3.79,3.79
2024-06-18,R011222,SKU012,1,3.19,3.19
2024-06-18,R011222,SKU002,1,4.7,4.7
2024-06-18,R011223,SKU004,1,3.03,3.03
2024-06-18,R011224,SKU001,1,3.59,3.59
2024-06-18,R011224,SKU015,1,5.89,5.89
2024-06-18,R011224,SKU016,2,4.91,9.82
2024-06-18,R011225,SKU010,1,3.5,3.5
2024-06-18,R011226,SKU021,3,4.55,13.649999999999999
2024-06-18,R011226,SKU004,1,3.03,3.03
2024-06-18,R011227,SKU007,2,3.79,7.58
2024-06-18,R011227,SKU019,1,5.93,5.93
2024-06-18,R011228,SKU013,1,4.79,4.79
2024-06-18,R011228,SKU026,3,5.45,16.35
2024-06-18,R011229,SKU018,1,4.1,4.1
2024-06-18,R011230,SKU026,1,5.45,5.45
2024-06-18,R011231,SKU003,1,4.81,4.81
2024-06-18,R011231,SKU019,1,5.93,5.93
2024-06-18,R011232,SKU021,1,4.55,4.55
2024-06-18,R011232,SKU013,1,4.79,4.79
2024-06-18,R011233,SKU017,2,5.73,11.46
2024-06-18,R011233,SKU006,1,4.26,4.26
2024-06-18,R011233,SKU024,1,4.08,4.08
2024-06-18,R011234,SKU005,2,3.94,7.88
2024-06-18,R011234,SKU005,1,3.94,3.94
2024-06-18,R011235,SKU016,1,4.91,4.91
2024-06-18,R011236,SKU003,1,4.81,4.81
2024-06-18,R011236,SKU022,1,4.13,4.13
2024-06-18,R011237,SKU009,1,6.21,6.21
2024-06-18,R011237,SKU007,1,3.79,3.79
2024-06-18,R011237,SKU003,1,4.81,4.81
2024-06-18,R011237,SKU001,2,3.59,7.18
2024-06-18,R011238,SKU003,1,4.81,4.81
2024-06-18,R011239,SKU014,1,4.9,4.9
2024-06-18,R011240,SKU011,1,3.94,3.94
2024-06-18,R011240,SKU003,1,4.81,4.81
2024-06-18,R011240,SKU010,1,3.5,3.5
2024-06-18,R011241,SKU025,2,4.92,9.84
2024-06-18,R011242,SKU012,1,3.19,3.19
2024-06-18,R011242,SKU022,1,4.13,4.13
2024-06-18,R011242,SKU023,1,5.09,5.09
2024-06-18,R011243,SKU023,2,5.09,10.18
2024-06-18,R011243,SKU003,3,4.81,14.43
2024-06-18,R011243,SKU024,1,4.08,4.08
2024-06-18,R011244,SKU006,1,4.26,4.26
2024-06-18,R011245,SKU026,1,5.45,5.45
2024-06-18,R011245,SKU024,3,4.08,12.24
2024-06-18,R011245,SKU002,1,4.7,4.7
2024-06-18,R011246,SKU009,1,6.21,6.21
2024-06-18,R011246,SKU006,3,4.26,12.78
2024-06-18,R011247,SKU016,1,4.91,4.91
2024-06-18,R011248,SKU013,1,4.79,4.79
2024-06-18,R011248,SKU025,1,4.92,4.92
2024-06-18,R011248,SKU010,1,3.5,3.5
2024-06-18,R011249,SKU008,3,4.74,14.22
2024-06-18,R011249,SKU007,1,3.79,3.79
2024-06-18,R011250,SKU006,2,4.26,8.52
2024-06-18,R011250,SKU011,1,3.94,3.94
2024-06-18,R011251,SKU027,3,4.4,13.200000000000001
2024-06-18,R011252,SKU012,1,3.19,3.19
2024-06-18,R011253,SKU011,1,3.94,3.94
2024-06-18,R011254,SKU025,1,4.92,4.92
2024-06-18,R011254,SKU033,1,20.67,20.67
2024-06-18,R011255,SKU001,1,3.59,3.59
2024-06-18,R011256,SKU008,1,4.74,4.74
2024-06-18,R011256,SKU019,1,5.93,5.93
2024-06-18,R011256,SKU024,1,4.08,4.08
2024-06-18,R011257,SKU007,1,3.79,3.79
2024-06-18,R011258,SKU024,1,4.08,4.08
2024-06-18,R011258,SKU002,1,4.7,4.7
2024-06-18,R011259,SKU003,1,4.81,4.81
2024-06-18,R011259,SKU027,2,4.4,8.8
2024-06-18,R011260,SKU023,1,5.09,5.09
2024-06-18,R011261,SKU020,1,5.09,5.09
2024-06-18,R011261,SKU014,2,4.9,9.8
2024-06-18,R011262,SKU005,1,3.94,3.94
2024-06-18,R011262,SKU017,1,5.73,5.73
2024-06-18,R011263,SKU003,1,4.81,4.81
2024-06-18,R011264,SKU015,1,5.89,5.89
2024-06-18,R011265,SKU011,1,3.94,3.94
2024-06-18,R011266,SKU010,1,3.5,3.5
2024-06-18,R011267,SKU011,1,3.94,3.94
2024-06-18,R011267,SKU007,1,3.79,3.79
2024-06-18,R011268,SKU022,1,4.13,4.13
2024-06-18,R011269,SKU002,1,4.7,4.7
2024-06-18,R011270,SKU002,1,4.7,4.7
2024-06-18,R011271,SKU009,1,6.21,6.21
2024-06-18,R011272,SKU001,1,3.59,3.59
2024-06-18,R011272,SKU018,1,4.1,4.1
2024-06-18,R011273,SKU010,1,3.5,3.5
2024-06-18,R011274,SKU013,1,4.79,4.79
2024-06-18,R011274,SKU007,2,3.79,7.58
2024-06-18,R011274,SKU013,2,4.79,9.58
2024-06-18,R011274,SKU026,1,5.45,5.45
2024-06-18,R011275,SKU027,1,4.4,4.4
2024-06-18,R011275,SKU014,1,4.9,4.9
2024-06-18,R011276,SKU025,1,4.92,4.92
2024-06-18,R011276,SKU026,1,5.45,5.45
2024-06-18,R011277,SKU014,1,4.9,4.9
2024-06-18,R011277,SKU002,1,4.7,4.7
2024-06-18,R011278,SKU029,1,7.18,7.18
2024-06-18,R011278,SKU014,3,4.9,14.700000000000001
2024-06-18,R011278,SKU018,1,4.1,4.1
2024-06-18,R011278,SKU013,1,4.79,4.79
2024-06-18,R011279,SKU003,2,4.81,9.62
2024-06-18,R011279,SKU005,2,3.94,7.88
2024-06-18,R011280,SKU020,1,5.09,5.09
2024-06-18,R011281,SKU005,1,3.94,3.94
2024-06-18,R011282,SKU018,2,4.1,8.2
2024-06-18,R011283,SKU027,1,4.4,4.4
2024-06-18,R011284,SKU006,1,4.26,4.26
2024-06-18,R011284,SKU002,1,4.7,4.7
2024-06-18,R011284,SKU023,1,5.09,5.09
2024-06-18,R011284,SKU025,1,4.92,4.92
2024-06-19,R011285,SKU025,1,4.92,4.92
2024-06-19,R011286,SKU007,2,3.79,7.58
2024-06-19,R011287,SKU023,1,5.09,5.09
2024-06-19,R011288,SKU027,1,4.4,4.4
2024-06-19,R011289,SKU022,1,4.13,4.13
2024-06-19,R011290,SKU004,2,3.03,6.06
2024-06-19,R011290,SKU022,1,4.13,4.13
2024-06-19,R011291,SKU003,1,4.81,4.81
2024-06-19,R011292,SKU010,1,3.5,3.5
2024-06-19,R011292,SKU011,1,3.94,3.94
2024-06-19,R011293,SKU005,1,3.94,3.94
2024-06-19,R011293,SKU001,1,3.59,3.59
2024-06-19,R011293,SKU012,2,3.19,6.38
2024-06-19,R011293,SKU010,1,3.5,3.5
2024-06-19,R011294,SKU023,1,5.09,5.09
2024-06-19,R011294,SKU025,1,4.92,4.92
2024-06-19,R011295,SKU004,2,3.03,6.06
2024-06-19,R011296,SKU026,1,5.45,5.45
2024-06-19,R011297,SKU007,1,3.79,3.79
2024-06-19,R011298,SKU004,1,3.03,3.03
2024-06-19,R011299,SKU014,1,4.9,4.9
2024-06-19,R011299,SKU002,1,4.7,4.7
2024-06-19,R011299,SKU030,1,7.26,7.26
2024-06-19,R011299,SKU027,2,4.4,8.8
2024-06-19,R011300,SKU028,1,7.77,7.77
2024-06-19,R011301,SKU008,1,4.74,4.74
2024-06-19,R011302,SKU019,1,5.93,5.93
2024-06-19,R011303,SKU026,1,5.45,5.45
2024-06-19,R011303,SKU011,1,3.94,3.94
2024-06-19,R011303,SKU003,1,4.81,4.81
2024-06-19,R011304,SKU013,1,4.79,4.79
2024-06-19,R011305,SKU004,1,3.03,3.03
2024-06-19,R011305,SKU003,3,4.81,14.43
2024-06-19,R011306,SKU019,2,5.93,11.86
2024-06-19,R011306,SKU011,1,3.94,3.94
2024-06-19,R011306,SKU002,1,4.7,4.7
2024-06-19,R011307,SKU010,1,3.5,3.5
2024-06-19,R011307,SKU001,1,3.59,3.59
2024-06-19,R011308,SKU026,1,5.45,5.45
2024-06-19,R011309,SKU006,1,4.26,4.26
2024-06-19,R011309,SKU011,1,3.94,3.94
2024-06-19,R011310,SKU002,1,4.7,4.7
2024-06-19,R011310,SKU002,1,4.7,4.7
2024-06-19,R011310,SKU010,2,3.5,7.0
2024-06-19,R011311,SKU010,2,3.5,7.0
2024-06-19,R011311,SKU014,1,4.9,4.9
2024-06-19,R011311,SKU003,1,4.81,4.81
2024-06-19,R011312,SKU012,1,3.19,3.19
2024-06-19,R011312,SKU018,1,4.1,4.1
2024-06-19,R011312,SKU002,2,4.7,9.4
2024-06-19,R011312,SKU007,1,3.79,3.79
2024-06-19,R011313,SKU018,1,4.1,4.1
2024-06-19,R011313,SKU025,1,4.92,4.92
2024-06-19,R011314,SKU017,1,5.73,5.73
2024-06-19,R011315,SKU013,2,4.79,9.58
2024-06-19,R011315,SKU009,1,6.21,6.21
2024-06-19,R011316,SKU014,2,4.9,9.8
2024-06-19,R011316,SKU020,1,5.09,5.09
2024-06-19,R011317,SKU009,1,6.21,6.21
2024-06-19,R011318,SKU014,1,4.9,4.9
2024-06-19,R011318,SKU008,1,4.74,4.74
2024-06-19,R011319,SKU008,2,4.74,9.48
2024-06-19,R011320,SKU028,1,7.77,7.77
2024-06-19,R011321,SKU019,1,5.93,5.93
2024-06-19,R011321,SKU004,1,3.03,3.03
2024-06-19,R011321,SKU001,1,3.59,3.59
2024-06-19,R011322,SKU014,1,4.9,4.9
2024-06-19,R011322,SKU007,1,3.79,3.79
2024-06-19,R011323,SKU006,1,4.26,4.26
2024-06-19,R011324,SKU010,1,3.5,3.5
2024-06-19,R011324,SKU021,2,4.55,9.1
2024-06-19,R011324,SKU009,1,6.21,6.21
2024-06-19,R011325,SKU012,1,3.19,3.19
2024-06-19,R011325,SKU024,1,4.08,4.08
2024-06-19,R011326,SKU014,1,4.9,4.9
2024-06-19,R011327,SKU001,1,3.59,3.59
2024-06-19,R011327,SKU013,1,4.79,4.79
2024-06-19,R011328,SKU004,1,3.03,3.03
2024-06-19,R011329,SKU008,1,4.74,4.74
2024-06-19,R011329,SKU027,1,4.4,4.4
2024-06-19,R011330,SKU025,1,4.92,4.92
2024-06-19,R011330,SKU013,1,4.79,4.79
2024-06-19,R011331,SKU025,2,4.92,9.84
2024-06-19,R011331,SKU019,1,5.93,5.93
2024-06-19,R011332,SKU001,1,3.59,3.59
2024-06-19,R011333,SKU002,1,4.7,4.7
2024-06-19,R011333,SKU006,2,4.26,8.52
2024-06-19,R011334,SKU020,1,5.09,5.09
2024-06-19,R011335,SKU009,1,6.21,6.21
2024-06-19,R011335,SKU019,1,5.93,5.93
2024-06-19,R011335,SKU004,1,3.03,3.03
2024-06-19,R011336,SKU010,2,3.5,7.0
2024-06-19,R011337,SKU009,1,6.21,6.21
2024-06-19,R011338,SKU021,1,4.55,4.55
2024-06-19,R011339,SKU007,1,3.79,3.79
2024-06-19,R011340,SKU016,1,4.91,4.91
2024-06-19,R011340,SKU013,3,4.79,14.370000000000001
2024-06-19,R011341,SKU026,1,5.45,5.45
2024-06-19,R011342,SKU023,3,5.09,15.27
2024-06-19,R011342,SKU005,1,3.94,3.94
2024-06-19,R011343,SKU001,1,3.59,3.59
2024-06-19,R011343,SKU010,1,3.5,3.5
2024-06-19,R011343,SKU015,1,5.89,5.89
2024-06-19,R011344,SKU003,1,4.81,4.81
2024-06-19,R011345,SKU030,1,7.26,7.26
2024-06-19,R011345,SKU006,1,4.26,4.26
2024-06-19,R011346,SKU023,1,5.09,5.09
2024-06-19,R011346,SKU007,3,3.79,11.370000000000001
2024-06-19,R011347,SKU008,1,4.74,4.74
2024-06-19,R011348,SKU006,1,4.26,4.26
2024-06-19,R011349,SKU022,1,4.13,4.13
2024-06-19,R011349,SKU023,1,5.09,5.09
2024-06-19,R011350,SKU018,1,4.1,4.1
2024-06-19,R011351,SKU012,3,3.19,9.57
2024-06-19,R011352,SKU001,1,3.59,3.59
2024-06-19,R011352,SKU004,1,3.03,3.03
2024-06-19,R011353,SKU024,1,4.08,4.08
2024-06-19,R011354,SKU029,1,7.18,7.18
2024-06-19,R011354,SKU027,1,4.4,4.4
2024-06-19,R011355,SKU001,1,3.59,3.59
2024-06-19,R011356,SKU001,1,3.59,3.59
2024-06-19,R011357,SKU002,1,4.7,4.7
2024-06-19,R011358,SKU011,1,3.94,3.94
2024-06-19,R011359,SKU001,2,3.59,7.18
2024-06-19,R011359,SKU011,1,3.94,3.94
2024-06-19,R011360,SKU010,1,3.5,3.5
2024-06-19,R011361,SKU005,1,3.94,3.94
2024-06-19,R011362,SKU005,2,3.94,7.88
2024-06-19,R011363,SKU019,1,5.93,5.93
2024-06-19,R011363,SKU010,1,3.5,3.5
2024-06-19,R011363,SKU014,1,4.9,4.9
2024-06-19,R011364,SKU014,2,4.9,9.8
2024-06-19,R011365,SKU005,1,3.94,3.94
2024-06-19,R011365,SKU018,1,4.1,4.1
2024-06-19,R011366,SKU010,1,3.5,3.5
2024-06-19,R011366,SKU026,2,5.45,10.9
2024-06-19,R011367,SKU015,1,5.89,5.89
2024-06-19,R011367,SKU011,1,3.94,3.94
2024-06-19,R011367,SKU025,2,4.92,9.84
2024-06-19,R011368,SKU006,1,4.26,4.26
2024-06-19,R011368,SKU005,1,3.94,3.94
2024-06-19,R011369,SKU008,2,4.74,9.48
2024-06-19,R011370,SKU029,1,7.18,7.18
2024-06-19,R011370,SKU002,1,4.7,4.7
2024-06-19,R011371,SKU026,2,5.45,10.9
2024-06-19,R011371,SKU027,1,4.4,4.4
2024-06-19,R011371,SKU018,2,4.1,8.2
2024-06-19,R011372,SKU017,1,5.73,5.73
2024-06-19,R011373,SKU024,3,4.08,12.24
2024-06-19,R011373,SKU020,1,5.09,5.09
2024-06-20,R011374,SKU003,2,4.81,9.62
2024-06-20,R011374,SKU026,1,5.45,5.45
2024-06-20,R011375,SKU017,2,5.73,11.46
2024-06-20,R011376,SKU015,1,5.89,5.89
2024-06-20,R011376,SKU015,2,5.89,11.78
2024-06-20,R011376,SKU005,1,3.94,3.94
2024-06-20,R011377,SKU008,1,4.74,4.74
2024-06-20,R011377,SKU017,1,5.73,5.73
2024-06-20,R011377,SKU005,1,3.94,3.94
2024-06-20,R011378,SKU012,1,3.19,3.19
2024-06-20,R011379,SKU005,1,3.94,3.94
2024-06-20,R011380,SKU015,3,5.89,17.669999999999998
2024-06-20,R011381,SKU012,1,3.19,3.19
2024-06-20,R011382,SKU016,1,4.91,4.91
2024-06-20,R011383,SKU005,1,3.94,3.94
2024-06-20,R011384,SKU004,1,3.03,3.03
2024-06-20,R011384,SKU018,1,4.1,4.1
2024-06-20,R011385,SKU025,1,4.92,4.92
2024-06-20,R011386,SKU002,1,4.7,4.7
2024-06-20,R011386,SKU019,1,5.93,5.93
2024-06-20,R011387,SKU002,1,4.7,4.7
2024-06-20,R011388,SKU026,1,5.45,5.45
2024-06-20,R011388,SKU007,1,3.79,3.79
2024-06-20,R011389,SKU001,1,3.59,3.59
2024-06-20,R011390,SKU019,1,5.93,5.93
2024-06-20,R011390,SKU003,1,4.81,4.81
2024-06-20,R011391,SKU022,1,4.13,4.13
2024-06-20,R011391,SKU012,1,3.19,3.19
2024-06-20,R011392,SKU030,1,7.26,7.26
2024-06-20,R011392,SKU007,1,3.79,3.79
2024-06-20,R011393,SKU009,1,6.21,6.21
2024-06-20,R011393,SKU004,2,3.03,6.06
2024-06-20,R011394,SKU013,1,4.79,4.79
2024-06-20,R011395,SKU023,1,5.09,5.09
2024-06-20,R011395,SKU013,2,4.79,9.58
2024-06-20,R011396,SKU026,1,5.45,5.45
2024-06-20,R011397,SKU004,2,3.03,6.06
2024-06-20,R011397,SKU015,1,5.89,5.89
2024-06-20,R011398,SKU010,1,3.5,3.5
2024-06-20,R011399,SKU013,1,4.79,4.79
2024-06-20,R011400,SKU015,1,5.89,5.89
2024-06-20,R011401,SKU014,2,4.9,9.8
2024-06-20,R011401,SKU010,1,3.5,3.5
2024-06-20,R011402,SKU018,1,4.1,4.1
2024-06-20,R011402,SKU025,2,4.92,9.84
2024-06-20,R011403,SKU005,1,3.94,3.94
2024-06-20,R011404,SKU003,1,4.81,4.81
2024-06-20,R011404,SKU001,1,3.59,3.59
2024-06-20,R011405,SKU012,1,3.19,3.19
2024-06-20,R011406,SKU018,1,4.1,4.1
2024-06-20,R011407,SKU015,1,5.89,5.89
2024-06-20,R011408,SKU008,1,4.74,4.74
2024-06-20,R011409,SKU027,1,4.4,4.4
2024-06-20,R011409,SKU003,2,4.81,9.62
2024-06-20,R011410,SKU013,1,4.79,4.79
2024-06-20,R011410,SKU004,1,3.03,3.03
2024-06-20,R011411,SKU007,1,3.79,3.79
2024-06-20,R011411,SKU027,1,4.4,4.4
2024-06-20,R011412,SKU024,1,4.08,4.08
2024-06-20,R011412,SKU001,1,3.59,3.59
2024-06-20,R011412,SKU024,1,4.08,4.08
2024-06-20,R011413,SKU010,2,3.5,7.0
2024-06-20,R011414,SKU025,1,4.92,4.92
2024-06-20,R011415,SKU011,1,3.94,3.94
2024-06-20,R011415,SKU012,1,3.19,3.19
2024-06-20,R011415,SKU005,1,3.94,3.94
2024-06-20,R011416,SKU004,1,3.03,3.03
2024-06-20,R011416,SKU024,2,4.08,8.16
2024-06-20,R011416,SKU013,1,4.79,4.79
2024-06-20,R011417,SKU018,1,4.1,4.1
2024-06-20,R011417,SKU010,1,3.5,3.5
2024-06-20,R011417,SKU014,1,4.9,4.9
2024-06-20,R011418,SKU022,1,4.13,4.13
2024-06-20,R011418,SKU004,1,3.03,3.03
2024-06-20,R011418,SKU024,1,4.08,4.08
2024-06-20,R011419,SKU017,1,5.73,5.73
2024-06-20,R011419,SKU010,1,3.5,3.5
2024-06-20,R011420,SKU026,1,5.45,5.45
2024-06-20,R011420,SKU009,1,6.21,6.21
2024-06-20,R011420,SKU010,1,3.5,3.5
2024-06-20,R011421,SKU018,1,4.1,4.1
2024-06-20,R011422,SKU018,1,4.1,4.1
2024-06-20,R011423,SKU005,1,3.94,3.94
2024-06-20,R011423,SKU018,2,4.1,8.2
2024-06-20,R011423,SKU010,1,3.5,3.5
2024-06-20,R011424,SKU022,1,4.13,4.13
2024-06-20,R011424,SKU008,1,4.74,4.74
2024-06-20,R011424,SKU014,1,4.9,4.9
2024-06-20,R011425,SKU017,1,5.73,5.73
2024-06-20,R011425,SKU029,1,7.18,7.18
2024-06-20,R011425,SKU006,3,4.26,12.78
2024-06-20,R011426,SKU007,1,3.79,3.79
2024-06-20,R011427,SKU006,1,4.26,4.26
2024-06-20,R011428,SKU011,2,3.94,7.88
2024-06-20,R011428,SKU006,1,4.26,4.26
2024-06-20,R011429,SKU008,1,4.74,4.74
2024-06-20,R011429,SKU013,1,4.79,4.79
2024-06-20,R011430,SKU020,3,5.09,15.27
2024-06-20,R011430,SKU009,1,6.21,6.21
2024-06-20,R011430,SKU023,1,5.09,5.09
2024-06-20,R011431,SKU007,1,3.79,3.79
2024-06-20,R011432,SKU029,1,7.18,7.18
2024-06-20,R011432,SKU005,1,3.94,3.94
2024-06-20,R011432,SKU021,1,4.55,4.55
2024-06-20,R011433,SKU025,2,4.92,9.84
2024-06-20,R011433,SKU003,1,4.81,4.81
2024-06-20,R011433,SKU020,1,5.09,5.09
2024-06-20,R011434,SKU030,1,7.26,7.26
2024-06-20,R011435,SKU019,2,5.93,11.86
2024-06-20,R011435,SKU025,1,4.92,4.92
2024-06-20,R011435,SKU013,2,4.79,9.58
2024-06-20,R011436,SKU003,1,4.81,4.81
2024-06-20,R011437,SKU025,1,4.92,4.92
2024-06-20,R011437,SKU013,1,4.79,4.79
2024-06-20,R011438,SKU012,1,3.19,3.19
2024-06-20,R011438,SKU007,2,3.79,7.58
2024-06-20,R011439,SKU008,1,4.74,4.74
2024-06-20,R011440,SKU008,1,4.74,4.74
2024-06-20,R011441,SKU028,2,7.77,15.54
2024-06-20,R011442,SKU006,1,4.26,4.26
2024-06-20,R011443,SKU026,1,5.45,5.45
2024-06-20,R011444,SKU014,2,4.9,9.8
2024-06-20,R011445,SKU006,1,4.26,4.26
2024-06-20,R011445,SKU014,1,4.9,4.9
2024-06-20,R011446,SKU019,2,5.93,11.86
2024-06-20,R011446,SKU001,1,3.59,3.59
2024-06-20,R011447,SKU020,2,5.09,10.18
